team1,team2,venue,city,toss_winner,toss_decision,winner
Scotland,Oman,Dubai International Cricket Stadium,Dubai,Scotland,bat,Scotland
Papua New Guinea,Oman,Dubai International Cricket Stadium,Dubai,Papua New Guinea,bat,Oman
Scotland,Papua New Guinea,Dubai International Cricket Stadium,Dubai,Scotland,bat,Scotland
Oman,Scotland,Dubai International Cricket Stadium,Dubai,Oman,bat,Scotland
Oman,Papua New Guinea,Dubai International Cricket Stadium,Dubai,Oman,bat,Oman
Bangladesh,Sri Lanka,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,bat,Sri Lanka
Uganda,Namibia,"United Cricket Club Ground, Windhoek",Windhoek,Namibia,field,Namibia
Namibia,Uganda,"United Cricket Club Ground, Windhoek",Windhoek,Uganda,field,Uganda
Namibia,Uganda,"United Cricket Club Ground, Windhoek",Windhoek,Uganda,field,Namibia
Norway,Guernsey,"Desert Springs Cricket Ground, Almeria",Almeria,Norway,bat,Norway
Spain,Norway,"Desert Springs Cricket Ground, Almeria",Almeria,Spain,bat,Spain
Norway,Guernsey,"Desert Springs Cricket Ground, Almeria",Almeria,Norway,bat,Guernsey
Guernsey,Spain,"Desert Springs Cricket Ground, Almeria",Almeria,Guernsey,bat,Spain
Spain,Guernsey,"Desert Springs Cricket Ground, Almeria",Almeria,Spain,bat,Guernsey
Spain,Norway,"Desert Springs Cricket Ground, Almeria",Almeria,Spain,bat,Spain
Denmark,Finland,"Svanholm Park, Brondby",Brondby,Finland,field,Finland
Denmark,Finland,"Svanholm Park, Brondby",Brondby,Finland,field,Denmark
Denmark,Finland,"Svanholm Park, Brondby",Brondby,Denmark,bat,Denmark
Gibraltar,Malta,Marsa Sports Club,Marsa,Malta,field,Malta
Malta,Hungary,Marsa Sports Club,Marsa,Hungary,field,Malta
Gibraltar,Hungary,Marsa Sports Club,Marsa,Hungary,field,Hungary
Romania,Malta,Marsa Sports Club,Marsa,Malta,field,Malta
Czech Republic,Gibraltar,Marsa Sports Club,Marsa,Czech Republic,bat,Czech Republic
Hungary,Bulgaria,Marsa Sports Club,Marsa,Bulgaria,field,Hungary
Malta,Czech Republic,Marsa Sports Club,Marsa,Czech Republic,field,Malta
Czech Republic,Bulgaria,Marsa Sports Club,Marsa,Czech Republic,bat,Czech Republic
Romania,Hungary,Marsa Sports Club,Marsa,Romania,bat,Hungary
Gibraltar,Bulgaria,Marsa Sports Club,Marsa,Gibraltar,bat,Gibraltar
Romania,Czech Republic,Marsa Sports Club,Marsa,Romania,bat,Romania
Bulgaria,Romania,Marsa Sports Club,Marsa,Bulgaria,bat,Romania
Hungary,Czech Republic,Marsa Sports Club,Marsa,Hungary,bat,Czech Republic
Gibraltar,Romania,Marsa Sports Club,Marsa,Gibraltar,bat,Romania
Bulgaria,Malta,Marsa Sports Club,Marsa,Bulgaria,bat,Malta
Gibraltar,Bulgaria,Marsa Sports Club,Marsa,Gibraltar,bat,Bulgaria
Czech Republic,Hungary,Marsa Sports Club,Marsa,Hungary,field,Czech Republic
Romania,Malta,Marsa Sports Club,Marsa,Romania,bat,Romania
Jersey,Guernsey,"College Field, St Peter Port",St Peter Port,Guernsey,field,Jersey
New Zealand,Netherlands,"Sportpark Westvliet, The Hague",The Hague,New Zealand,bat,New Zealand
Netherlands,New Zealand,"Sportpark Westvliet, The Hague",The Hague,Netherlands,bat,New Zealand
Zimbabwe,Namibia,"Queens Sports Club, Bulawayo",Bulawayo,Zimbabwe,bat,Zimbabwe
Zimbabwe,Namibia,"Queens Sports Club, Bulawayo",Bulawayo,Zimbabwe,bat,Namibia
Namibia,Zimbabwe,"Queens Sports Club, Bulawayo",Bulawayo,Namibia,bat,Zimbabwe
Zimbabwe,Namibia,"Queens Sports Club, Bulawayo",Bulawayo,Namibia,field,Namibia
Namibia,Zimbabwe,"Queens Sports Club, Bulawayo",Bulawayo,Zimbabwe,field,Namibia
Pakistan,Netherlands,"Hazelaarweg, Rotterdam",Rotterdam,Pakistan,bat,Pakistan
Netherlands,Pakistan,"Hazelaarweg, Rotterdam",Rotterdam,Netherlands,bat,Pakistan
Pakistan,Netherlands,"Hazelaarweg, Rotterdam",Rotterdam,Pakistan,bat,Pakistan
Rajasthan Royals,Gujarat Titans,"Eden Gardens, Kolkata",Kolkata,Gujarat Titans,field,Gujarat Titans
Royal Challengers Bangalore,Lucknow Super Giants,"Eden Gardens, Kolkata",Kolkata,Lucknow Super Giants,field,Royal Challengers Bangalore
Royal Challengers Bangalore,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Rajasthan Royals,field,Rajasthan Royals
Rajasthan Royals,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Rajasthan Royals,bat,Gujarat Titans
United States of America,Scotland,"Choice Moosa Stadium, Pearland",Pearland,United States of America,bat,United States of America
Scotland,United States of America,"Choice Moosa Stadium, Pearland",Pearland,Scotland,bat,Scotland
United Arab Emirates,Scotland,"Moosa Cricket Stadium, Pearland",Pearland,United Arab Emirates,bat,Scotland
United Arab Emirates,United States of America,"Moosa Cricket Stadium, Pearland",Pearland,United Arab Emirates,bat,United States of America
Scotland,United Arab Emirates,"Moosa Cricket Stadium, Pearland",Pearland,Scotland,bat,United Arab Emirates
United States of America,United Arab Emirates,"Moosa Cricket Stadium, Pearland",Pearland,United Arab Emirates,field,United Arab Emirates
United States of America,Oman,"Moosa Cricket Stadium, Pearland",Pearland,Oman,field,United States of America
Oman,Nepal,"Moosa Cricket Stadium, Pearland",Pearland,Oman,bat,Oman
Oman,United States of America,"Moosa Cricket Stadium, Pearland",Pearland,Oman,bat,Oman
Oman,Nepal,"Moosa Cricket Stadium, Pearland",Pearland,Oman,bat,Nepal
United States of America,Nepal,"Moosa Cricket Stadium, Pearland",Pearland,Nepal,field,United States of America
West Indies,Pakistan,Multan Cricket Stadium,Multan,West Indies,bat,Pakistan
Pakistan,West Indies,Multan Cricket Stadium,Multan,Pakistan,bat,Pakistan
Pakistan,West Indies,Multan Cricket Stadium,Multan,Pakistan,bat,Pakistan
Serbia,Bulgaria,"National Sports Academy, Sofia",Sofia,Bulgaria,field,Bulgaria
Serbia,Bulgaria,"National Sports Academy, Sofia",Sofia,Serbia,bat,Bulgaria
Serbia,Bulgaria,"National Sports Academy, Sofia",Sofia,Serbia,bat,Bulgaria
Serbia,Bulgaria,"National Sports Academy, Sofia",Sofia,Bulgaria,field,Bulgaria
Bangladesh,West Indies,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,West Indies,field,West Indies
Bangladesh,West Indies,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Gros Islet,West Indies,field,West Indies
West Indies,Bangladesh,"Windsor Park, Roseau, Dominica",Roseau,West Indies,bat,West Indies
Bangladesh,West Indies,"Providence Stadium, Guyana",Providence,Bangladesh,bat,West Indies
West Indies,Bangladesh,"Providence Stadium, Guyana",Providence,Bangladesh,field,Bangladesh
West Indies,Bangladesh,"Providence Stadium, Guyana",Providence,Bangladesh,field,Bangladesh
West Indies,Bangladesh,"Providence Stadium, Guyana",Providence,Bangladesh,field,Bangladesh
Zimbabwe,Australia,"Tony Ireland Stadium, Townsville",Townsville,Australia,field,Australia
Zimbabwe,Australia,"Tony Ireland Stadium, Townsville",Townsville,Australia,field,Australia
Australia,Zimbabwe,"Riverway Stadium, Townsville",Townsville,Zimbabwe,field,Zimbabwe
New Zealand,Australia,"Cazaly's Stadium, Cairns",Cairns,Australia,field,Australia
Australia,New Zealand,"Cazaly's Stadium, Cairns",Cairns,New Zealand,field,Australia
Australia,New Zealand,"Cazaly's Stadium, Cairns",Cairns,New Zealand,field,Australia
West Indies,Australia,Carrara Oval,Carrara,Australia,field,Australia
Australia,West Indies,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,West Indies,field,Australia
Australia,West Indies,Perth Stadium,Perth,Australia,bat,Australia
Australia,West Indies,Adelaide Oval,Adelaide,Australia,bat,Australia
England,Australia,Perth Stadium,Perth,Australia,field,England
England,Australia,"Manuka Oval, Canberra",Canberra,Australia,field,England
England,Australia,Adelaide Oval,Adelaide,Australia,field,Australia
Australia,England,Sydney Cricket Ground,Sydney,Australia,bat,Australia
Australia,England,Melbourne Cricket Ground,Melbourne,England,field,Australia
South Africa,Australia,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Australia,field,Australia
South Africa,Australia,Melbourne Cricket Ground,Melbourne,Australia,field,Australia
India,West Indies,"Queen's Park Oval, Port of Spain, Trinidad",Port of Spain,West Indies,field,India
West Indies,India,"Queen's Park Oval, Port of Spain, Trinidad",Port of Spain,West Indies,bat,India
India,West Indies,"Queen's Park Oval, Port of Spain, Trinidad",Port of Spain,India,bat,India
India,West Indies,"Brian Lara Stadium, Tarouba, Trinidad",Tarouba,West Indies,field,India
India,West Indies,"Warner Park, Basseterre, St Kitts",Basseterre,West Indies,field,West Indies
West Indies,India,"Warner Park, Basseterre, St Kitts",Basseterre,India,field,India
India,West Indies,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Lauderhill,West Indies,field,India
India,West Indies,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Lauderhill,India,bat,India
New Zealand,West Indies,"Sabina Park, Kingston, Jamaica",Kingston,West Indies,field,New Zealand
New Zealand,West Indies,"Sabina Park, Kingston, Jamaica",Kingston,New Zealand,bat,New Zealand
New Zealand,West Indies,"Sabina Park, Kingston, Jamaica",Kingston,New Zealand,bat,West Indies
New Zealand,West Indies,"Kensington Oval, Bridgetown, Barbados",Bridgetown,West Indies,field,West Indies
New Zealand,West Indies,"Kensington Oval, Bridgetown, Barbados",Bridgetown,West Indies,field,New Zealand
West Indies,New Zealand,"Kensington Oval, Bridgetown, Barbados",Bridgetown,New Zealand,field,New Zealand
Jersey,Uganda,"Lugogo Cricket Oval, Kampala",Kampala,Uganda,field,Jersey
Hong Kong,Italy,"Lugogo Cricket Oval, Kampala",Kampala,Hong Kong,bat,Hong Kong
Bermuda,Kenya,"Kyambogo Cricket Ground, Kampala",Kampala,Bermuda,bat,Kenya
Jersey,Kenya,"Lugogo Cricket Oval, Kampala",Kampala,Jersey,bat,Jersey
Uganda,Hong Kong,"Kyambogo Cricket Ground, Kampala",Kampala,Uganda,bat,Hong Kong
Bermuda,Uganda,"Lugogo Cricket Oval, Kampala",Kampala,Bermuda,bat,Uganda
Jersey,Italy,"Kyambogo Cricket Ground, Kampala",Kampala,Jersey,bat,Jersey
Kenya,Italy,"Lugogo Cricket Oval, Kampala",Kampala,Kenya,bat,Kenya
Italy,Uganda,"Kyambogo Cricket Ground, Kampala",Kampala,Italy,bat,Uganda
Kenya,Uganda,"Lugogo Cricket Oval, Kampala",Kampala,Kenya,bat,Uganda
Germany,Austria,Bayer Uerdingen Cricket Ground,Krefeld,Austria,field,Germany
Sweden,Germany,Bayer Uerdingen Cricket Ground,Krefeld,Germany,field,Germany
Austria,Germany,Bayer Uerdingen Cricket Ground,Krefeld,Austria,bat,Austria
Austria,Sweden,Bayer Uerdingen Cricket Ground,Krefeld,Sweden,field,Austria
Austria,Sweden,Bayer Uerdingen Cricket Ground,Krefeld,Sweden,field,Austria
Germany,Sweden,Bayer Uerdingen Cricket Ground,Krefeld,Germany,bat,Germany
India,England,"Edgbaston, Birmingham",Birmingham,England,field,England
Sri Lanka,Pakistan,Galle International Stadium,Galle,Sri Lanka,bat,Pakistan
Sri Lanka,Pakistan,Galle International Stadium,Galle,Sri Lanka,bat,Sri Lanka
Gibraltar,Belgium,"Meersen, Gent",Ghent,Belgium,field,Belgium
Portugal,Malta,"Meersen, Gent",Ghent,Portugal,bat,Portugal
Denmark,Gibraltar,"Royal Brussels Cricket Club Ground, Waterloo",Waterloo,Denmark,bat,Denmark
Israel,Spain,"Meersen, Gent",Ghent,Israel,bat,Spain
Hungary,Belgium,"Royal Brussels Cricket Club Ground, Waterloo",Waterloo,Hungary,bat,Belgium
Portugal,Spain,"Meersen, Gent",Ghent,Portugal,bat,Spain
Hungary,Gibraltar,"Royal Brussels Cricket Club Ground, Waterloo",Waterloo,Gibraltar,field,Gibraltar
Malta,Israel,"Meersen, Gent",Ghent,Israel,field,Malta
Belgium,Denmark,"Royal Brussels Cricket Club Ground, Waterloo",Waterloo,Denmark,field,Belgium
Belgium,Portugal,"Royal Brussels Cricket Club Ground, Waterloo",Waterloo,Belgium,bat,Portugal
Denmark,Spain,"Royal Brussels Cricket Club Ground, Waterloo",Waterloo,Spain,field,Denmark
Israel,Hungary,"Royal Brussels Cricket Club Ground, Waterloo",Waterloo,Hungary,field,Israel
Spain,Belgium,"Royal Brussels Cricket Club Ground, Waterloo",Waterloo,Spain,bat,Belgium
Gibraltar,Malta,"Royal Brussels Cricket Club Ground, Waterloo",Waterloo,Gibraltar,bat,Malta
Portugal,Denmark,"Royal Brussels Cricket Club Ground, Waterloo",Waterloo,Portugal,bat,Denmark
Cyprus,Isle of Man,Kerava National Cricket Ground,Kerava,Isle of Man,field,Isle of Man
Finland,Sweden,Tikkurila Cricket Ground,Vantaa,Sweden,field,Finland
Romania,Turkey,Kerava National Cricket Ground,Kerava,Turkey,field,Romania
Cyprus,Romania,Tikkurila Cricket Ground,Vantaa,Romania,field,Cyprus
Croatia,Sweden,Kerava National Cricket Ground,Kerava,Sweden,field,Sweden
Isle of Man,Serbia,Tikkurila Cricket Ground,Vantaa,Serbia,field,Isle of Man
Finland,Italy,Kerava National Cricket Ground,Kerava,Italy,field,Italy
Italy,Sweden,Tikkurila Cricket Ground,Vantaa,Sweden,field,Italy
Turkey,Serbia,Kerava National Cricket Ground,Kerava,Serbia,field,Serbia
Croatia,Greece,Tikkurila Cricket Ground,Vantaa,Greece,field,Croatia
Romania,Isle of Man,Kerava National Cricket Ground,Kerava,Isle of Man,field,Isle of Man
Romania,Serbia,Tikkurila Cricket Ground,Vantaa,Romania,bat,Romania
Finland,Greece,Kerava National Cricket Ground,Kerava,Greece,field,Finland
Cyprus,Turkey,Tikkurila Cricket Ground,Vantaa,Cyprus,bat,Cyprus
Italy,Croatia,Kerava National Cricket Ground,Kerava,Italy,bat,Italy
Sweden,Greece,Tikkurila Cricket Ground,Vantaa,Greece,field,Sweden
Cyprus,Serbia,Kerava National Cricket Ground,Kerava,Cyprus,bat,Serbia
Croatia,Finland,Tikkurila Cricket Ground,Vantaa,Croatia,bat,Finland
Isle of Man,Turkey,Kerava National Cricket Ground,Kerava,Isle of Man,bat,Isle of Man
Serbia,Croatia,Tikkurila Cricket Ground,Vantaa,Serbia,bat,Croatia
Finland,Cyprus,Kerava National Cricket Ground,Kerava,Finland,bat,Finland
Romania,Sweden,Tikkurila Cricket Ground,Vantaa,Romania,bat,Sweden
Isle of Man,Italy,Kerava National Cricket Ground,Kerava,Italy,field,Italy
Austria,Luxembourg,Tikkurila Cricket Ground,Vantaa,Luxembourg,field,Austria
Estonia,Norway,Kerava National Cricket Ground,Kerava,Estonia,bat,Norway
Guernsey,Bulgaria,Tikkurila Cricket Ground,Vantaa,Bulgaria,field,Guernsey
France,Czech Republic,Kerava National Cricket Ground,Kerava,Czech Republic,field,France
Austria,Slovenia,Kerava National Cricket Ground,Kerava,Slovenia,field,Austria
France,Switzerland,Tikkurila Cricket Ground,Vantaa,France,bat,Switzerland
Guernsey,Luxembourg,Kerava National Cricket Ground,Kerava,Luxembourg,field,Guernsey
Guernsey,Austria,Tikkurila Cricket Ground,Vantaa,Guernsey,bat,Austria
Switzerland,Estonia,Kerava National Cricket Ground,Kerava,Switzerland,bat,Switzerland
Slovenia,Bulgaria,Tikkurila Cricket Ground,Vantaa,Bulgaria,field,Bulgaria
France,Norway,Kerava National Cricket Ground,Kerava,France,bat,France
Norway,Switzerland,Tikkurila Cricket Ground,Vantaa,Norway,bat,Norway
Luxembourg,Bulgaria,Kerava National Cricket Ground,Kerava,Luxembourg,bat,Luxembourg
Czech Republic,Estonia,Tikkurila Cricket Ground,Vantaa,Czech Republic,bat,Czech Republic
Slovenia,Guernsey,Kerava National Cricket Ground,Kerava,Guernsey,field,Guernsey
Switzerland,Czech Republic,Kerava National Cricket Ground,Kerava,Switzerland,bat,Czech Republic
Luxembourg,Slovenia,Tikkurila Cricket Ground,Vantaa,Luxembourg,bat,Luxembourg
Bulgaria,Czech Republic,Tikkurila Cricket Ground,Vantaa,Bulgaria,bat,Czech Republic
Guernsey,France,Kerava National Cricket Ground,Kerava,Guernsey,bat,Guernsey
Luxembourg,Switzerland,Tikkurila Cricket Ground,Vantaa,Luxembourg,bat,Luxembourg
Norway,Austria,Kerava National Cricket Ground,Kerava,Norway,bat,Austria
Luxembourg,Austria,"Scott Page Field, Vinor",Prague,Austria,field,Austria
Luxembourg,Czech Republic,"Scott Page Field, Vinor",Prague,Luxembourg,bat,Czech Republic
Czech Republic,Austria,"Scott Page Field, Vinor",Prague,Austria,field,Austria
Austria,Luxembourg,"Scott Page Field, Vinor",Prague,Luxembourg,field,Austria
Czech Republic,Luxembourg,"Scott Page Field, Vinor",Prague,Czech Republic,bat,Czech Republic
Austria,Czech Republic,"Scott Page Field, Vinor",Prague,Czech Republic,field,Czech Republic
Malaysia,Singapore,"Indian Association Ground, Singapore",Singapore,Singapore,field,Singapore
Malaysia,Singapore,"Indian Association Ground, Singapore",Singapore,Malaysia,bat,Malaysia
Singapore,Malaysia,"Indian Association Ground, Singapore",Singapore,Singapore,bat,Malaysia
Zimbabwe,Singapore,"Queens Sports Club, Bulawayo",Bulawayo,Singapore,field,Zimbabwe
Jersey,United States of America,Bulawayo Athletic Club,Bulawayo,United States of America,field,United States of America
Netherlands,Papua New Guinea,"Queens Sports Club, Bulawayo",Bulawayo,Netherlands,bat,Netherlands
Hong Kong,Uganda,Bulawayo Athletic Club,Bulawayo,Hong Kong,bat,Uganda
Zimbabwe,Jersey,"Queens Sports Club, Bulawayo",Bulawayo,Jersey,field,Zimbabwe
United States of America,Singapore,Bulawayo Athletic Club,Bulawayo,Singapore,field,United States of America
Hong Kong,Netherlands,"Queens Sports Club, Bulawayo",Bulawayo,Hong Kong,bat,Netherlands
Uganda,Papua New Guinea,Bulawayo Athletic Club,Bulawayo,Papua New Guinea,field,Papua New Guinea
Netherlands,Uganda,"Queens Sports Club, Bulawayo",Bulawayo,Uganda,field,Netherlands
Papua New Guinea,Hong Kong,Bulawayo Athletic Club,Bulawayo,Hong Kong,field,Hong Kong
Zimbabwe,United States of America,"Queens Sports Club, Bulawayo",Bulawayo,Zimbabwe,bat,Zimbabwe
Uganda,Jersey,"Queens Sports Club, Bulawayo",Bulawayo,Uganda,bat,Uganda
Singapore,Hong Kong,Bulawayo Athletic Club,Bulawayo,Hong Kong,field,Hong Kong
Zimbabwe,Papua New Guinea,"Queens Sports Club, Bulawayo",Bulawayo,Zimbabwe,bat,Zimbabwe
United States of America,Netherlands,Bulawayo Athletic Club,Bulawayo,United States of America,bat,Netherlands
Uganda,Hong Kong,"Queens Sports Club, Bulawayo",Bulawayo,Hong Kong,field,Uganda
Singapore,Jersey,Bulawayo Athletic Club,Bulawayo,Singapore,bat,Jersey
Papua New Guinea,United States of America,Bulawayo Athletic Club,Bulawayo,United States of America,field,Papua New Guinea
Zimbabwe,Netherlands,"Queens Sports Club, Bulawayo",Bulawayo,Zimbabwe,bat,Zimbabwe
Malaysia,Bhutan,"UKM-YSD Cricket Oval, Bangi",Bangi,Bhutan,field,Malaysia
Thailand,Malaysia,"UKM-YSD Cricket Oval, Bangi",Bangi,Thailand,bat,Malaysia
Bhutan,Maldives,"UKM-YSD Cricket Oval, Bangi",Bangi,Maldives,field,Bhutan
Thailand,Bhutan,"UKM-YSD Cricket Oval, Bangi",Bangi,Bhutan,field,Bhutan
Maldives,Malaysia,"UKM-YSD Cricket Oval, Bangi",Bangi,Malaysia,field,Malaysia
Bhutan,Maldives,"UKM-YSD Cricket Oval, Bangi",Bangi,Maldives,field,Bhutan
Thailand,Malaysia,"UKM-YSD Cricket Oval, Bangi",Bangi,Malaysia,field,Malaysia
Maldives,Thailand,"UKM-YSD Cricket Oval, Bangi",Bangi,Thailand,field,Maldives
Bhutan,Thailand,"UKM-YSD Cricket Oval, Bangi",Bangi,Bhutan,bat,Bhutan
Bhutan,Malaysia,"UKM-YSD Cricket Oval, Bangi",Bangi,Malaysia,field,Malaysia
